"repeater","band","channel","TX","RX","modes","QTHR","where","region","ctcss/cc","keeper","status",
GB7DP,70CM,DVU47,439.587500,430.587500,M,IO71MV,TREFFGARNE,WM,3,MW0XDN,NOT OPERATIONAL,
GB7DR,70CM,DVU34,439.425000,430.425000,M,IO90AR,POOLE,SW,5,G7ICH,OPERATIONAL,
GB7DS,70CM,DVU34,439.425000,430.425000,DMFP7N,JO02PP,NORWICH,SE,1,M0ZAH,OPERATIONAL,
GB7DV,70CM,DVU49,439.612500,430.612500,D,IO83QJ,ST. HELENS,NOR,,G1DVA,OPERATIONAL,
GB7DW,2M,RV50,145.625000,145.025000,AM,IO80JU,DUNKERSWELL,SW,7,G3ZXX,NOT OPERATIONAL,
GB7DX,70CM,DVU56,439.700000,430.700000,M,JO00LW,NEW ROMNEY,SE,3,G0GCQ,OPERATIONAL,
GB7DY,70CM,DVU46,439.575000,430.575000,M,IO82WL,DUDLEY,CEN,11,G4VZO,OPERATIONAL,
GB7DZ,70CM,RB02,433.050000,434.650000,AF,IO83VC,CONGLETON,NOR,103.5,M0XDR,OPERATIONAL,
GB7EA,70CM,DMU30,439.375000,430.375000,AF,IO75SV,ERSKINE,SCOT,1,MM0PAZ,OPERATIONAL,
GB7EB,70CM,DVU46,439.575000,430.575000,M,JO02TK,BECCLES,SE,2,M0JGX,OPERATIONAL,
GB7EC,70CM,RU74,430.925000,438.525000,M,IO87WD,ABERDEEN ,SCOT,11,GM7RYR,NOT OPERATIONAL,
GB7ED,70CM,DVU54,439.675000,430.675000,M,IO80GR,EXETER,SW,5,M0ZZT,OPERATIONAL,
GB7EE,70CM,RU74,430.925000,438.525000,M,IO85JW,EDINBURGH,SCOT,1,GM7RYR,OPERATIONAL,
GB7EG,70CM,DVU61,439.762500,430.762500,M,IO91XC,EAST GRINSTEAD,SE,2,G7KBR,OPERATIONAL,
GB7EH,70CM,RU75,430.937500,438.537500,M,IO92GC,BANBURY,CEN,8,G8NDT,REDUCED OUTPUT,
GB7EI,70CM,RU68,430.850000,438.450000,ADMF,IO67IN,LOCHMADDY,SCOT,88.5,GM8SAU,OPERATIONAL,
GB7EL,70CM,DVU57,439.712500,430.712500,M,IO83VT,NELSON,NOR,2,G4BLH,OPERATIONAL,
GB7EP,70CM,DVU32,439.400000,430.400000,M,IO91UI,EPSOM,SE,3,G0OXZ,OPERATIONAL,
GB7ER,2M,RV62,145.775000,145.175000,AF,IO80GR,EXETER,SW,77,M0ZZT,OPERATIONAL,
GB7ES,70CM,DVU35,439.437500,430.437500,D,JO00DT,EASTBOURNE,SE,,M0LRE,OPERATIONAL,
GB7EU,70CM,RU67,430.837500,438.437500,AN,IO85JW,EDINBURGH,SCOT,94.8,GM7RYR,OPERATIONAL,
GB7EV,70CM,U94,431.175000,431.175000,M,IO85JW,EDINBURGH,SCOT,11,GM7RYR,OPERATIONAL,
GB7EW,70CM,DVU42,439.525000,430.525000,M,IO80FR,EXETER,SW,3,G6ATJ,OPERATIONAL,
GB7EX,70CM,DVU57,439.712500,430.712500,M,JO01GN,SOUTHEND ON SEA,SE,3,G8YPK,OPERATIONAL,
GB7EY,70CM,DVU41,439.512500,430.512500,DMFPN,IO85NM,SELKIRK,SCOT,1,GM4AUP,OPERATIONAL,
GB7EZ,70CM,DVU62,439.775000,430.775000,M,IO92CM,ERDINGTON,CEN,14,M0SNR,OPERATIONAL,
GB7FB,70CM,DVU38,439.475000,430.475000,DMF,IO71VA,BIDEFORD,SW,5,M0MFS,OPERATIONAL,
GB7FC,70CM,DVU40,439.500000,430.500000,D,IO83LU,CLEVELEYS,NOR,,G0GER,OPERATIONAL,
GB7FD,70CM,DVU58,439.725000,430.725000,F,IO83LV,FLEETWOOD,NOR,,M0RGV,OPERATIONAL,
GB7FE,70CM,DVU38,439.475000,430.475000,DMF,IO86BC,STIRLING,SCOT,1,GM0MZB,OPERATIONAL,
GB7FG,70CM,RU76,430.950000,438.550000,AF,IO71WW,CARMARTHEN,WM,94.8,GW8KCY,OPERATIONAL,
GB7FI,70CM,RU71,430.887500,438.487500,M,IO81OH,AXBRIDGE,SW,3,G4RKY,OPERATIONAL,
GB7FK-B,70CM,DVU54,439.675000,430.675000,D,JO01OC,FOLKESTONE,SE,,M1CMN,OPERATIONAL,
GB7FL,70CM,DVU61,439.762500,430.762500,DF,IO83NS,FRECKLETON,NOR,,M0XDR,OPERATIONAL,
GB7FO,70CM,DVU-R22,430.275000,439.275000,M,IO83LT,BLACKPOOL,NOR,1,G0WDA,OPERATIONAL,
GB7FR,70CM,DVU40,439.500000,430.500000,M,IO90ST,WORTHING,SE,4,G7RZU,OPERATIONAL,
GB7FT,70CM,DVU57,439.712500,430.712500,M,IO90LT,PORTSMOUTH,SW,3,M0PPR,OPERATIONAL,
GB7FU,70CM,RU71,430.887500,438.487500,AF,IO93JA,NOTTINGHAM,CEN,,G0LCG,OPERATIONAL,
GB7FW,70CM,DVU54,439.675000,430.675000,D,IO90LU,PORTSMOUTH,SE,,G8PUO,NOT OPERATIONAL,
GB7GA,70CM,RU72,430.900000,438.500000,ADMF,IO85NO,GALASHIELS,SCOT,1,GM7LUN,NOT OPERATIONAL,
GB7GB,70CM,DVU61,439.762500,430.762500,M,IO92BM,SUTTON COLDFIELD,CEN,8,G8NDT,NOT OPERATIONAL,
GB7GD,2M,RV55,145.687500,145.087500,DMF,IO87WE,ABERDEEN,SCOT,1,MM0RDM,OPERATIONAL,
GB7GF,70CM,DVU55,439.687500,430.687500,M,IO91RF,GUILDFORD,SW,3,G4EML,OPERATIONAL,
GB7GG,70CM,DVU50,439.625000,430.625000,DMF,IO85AV,AIRDRIE,SCOT,1,GM4AUP,OPERATIONAL,
GB7GJ,70CM,RU72,430.900000,438.500000,AM,IN89WE,ST HELIER,SW,88.5,GJ8PVL,OPERATIONAL,
GB7GL,70CM,RU68,430.850000,438.450000,M,IO75VV,GLASGOW,SCOT,7,GM7RYR,OPERATIONAL,
GB7GP,70CM,DVU52,439.650000,430.650000,MF,IO91PP,HIGH WYCOMBE,SW,5,M0GUY,OPERATIONAL,
GB7GR,70CM,DVU36,439.450000,430.450000,DMF,IO92QW,GRANTHAM,CEN,5,G6SSN,OPERATIONAL,
GB7GS,70CM,DVU36,439.450000,430.450000,MF,JO02EO,DOWNHAM MARKET,SE,3,G0FHM,OPERATIONAL,
GB7GT,70CM,DVU33,439.412500,430.412500,M,IO82QJ,CLEE HILL,WM,13,G3PWJ,OPERATIONAL,
GB7GW,70CM,RU65,430.812500,438.412500,ADMF,IO94FV,WASHINGTON,NOR,10,G1LBU,OPERATIONAL,
GB7GX,2M,RV59,145.737500,145.137500,ADMFPN,IO86JF,GLENROTHES,SCOT,1,MM0DXE,OPERATIONAL,
GB7GY,70CM,DVU55,439.687500,430.687500,M,IN89RL,ST. PETER PORT,SW,5,GU7DAI,OPERATIONAL,
GB7HA,70CM,DVU-R23,430.287500,439.287500,F,IO91TU,HARPENDEN,SE,,G7HMV,OPERATIONAL,
GB7HB,70CM,DVU50,439.625000,430.625000,DMF,IO64TI,TANDRAGEE,NI,1,MI0IRZ,OPERATIONAL,
GB7HC,70CM,DVU42,439.525000,430.525000,M,IO82PA,HEREFORD,WM,5,G3PWJ,OPERATIONAL,
GB7HD,2M,RV55,145.687500,145.087500,M,IO70VO,TAVISTOCK,SW,3,G3XOU,OPERATIONAL,
GB7HH,70CM,DVU60,439.750000,430.750000,DMF,JO01CN,ROMFORD,SE,3,M0UPM,OPERATIONAL,
GB7HI,70CM,DVU59,439.737500,430.737500,DMF,IO64XN,LISBURN,NI,1,GI6DKQ,OPERATIONAL,
GB7HK,2M,RV50,145.625000,145.025000,AM,IO85PK,HAWICK,SCOT,3,GM8SJP,NOT OPERATIONAL,
GB7HM,70CM,DVU51,439.637500,430.637500,M,IO83LC,CAERGWRLE,WM,1,G1SYG,NOT OPERATIONAL,
GB7HN,70CM,RU70,430.875000,438.475000,A,IO83RL,LEIGH,NOR,82.5,M0HOY,OPERATIONAL,
GB7HR,70CM,DVU36,439.450000,430.450000,M,IO91SL,HEATHROW,SE,3,G0OXZ,OPERATIONAL,
GB7HS,70CM,DVU34,439.425000,430.425000,M,IO83XR,HEPTONSTALL,NOR,2,G1XCC,OPERATIONAL,
GB7HT,70CM,DVU59,439.737500,430.737500,M,IO95FE,ASHINGTON,NOR,10,G4NAB,OPERATIONAL,
GB7HU,70CM,DVU39,439.487500,430.487500,D,IO93RS,SOUTH CAVE,NOR,,G0VRM,REDUCED OUTPUT,
GB7HX,70CM,DVU46,439.575000,430.575000,DM,IO93BP,HUDDERSFIELD,NOR,1,G0ISX,OPERATIONAL,
GB7IC-A,23CM,23CM,1290.650000,1270.650000,D,JO01NI,HERNE BAY,SE,,G4TKR,OPERATIONAL,
GB7IC-B,70CM,DVU36,439.450000,430.450000,D,JO01NI,HERNE BAY,SE,,G4TKR,OPERATIONAL,
GB7IC-C,2M,RV53,145.662500,145.062500,AD,JO01NI,HERNE BAY,SE,,G4TKR,OPERATIONAL,
GB7IE,2M,RV54,145.675000,145.075000,AF,IO70WJ,PLYMOUTH,SW,77,G1LOE,OPERATIONAL,
GB7II,70CM,DVU36,439.450000,430.450000,M,IO77UL,INVERNESS,SCOT,3,GM6GRE,OPERATIONAL,
GB7IK,70CM,DVU43,439.537500,430.537500,M,JO01FJ,ROCHESTER,SE,3,G6CKK,OPERATIONAL,
GB7IL,2M,RV53,145.662500,145.062500,M,IO77UL,INVERNESS,SCOT,5,GM6GRE,NOT OPERATIONAL,
GB7IP,2M,RV52,145.650000,145.050000,M,IO92KP,LEICESTER,CEN,1,M1FJB,OPERATIONAL,
GB7IS,70CM,DVU43,439.537500,430.537500,F,IO81MH,WESTON-SUPER-MARE,SW,,G4SZM,OPERATIONAL,
GB7IT,70CM,DVU41,439.512500,430.512500,M,IO81MH,WESTON-SUPER-MARE,SW,1,G4SZM,OPERATIONAL,
GB7IV,2M,RV62,145.775000,145.175000,F,IO90IV,SOUTHAMPTON,SW,,G4MYS,OPERATIONAL,
GB7JB,70CM,DVU37,439.462500,430.462500,M,IO81TB,WINCANTON,SW,1,G3ZXX,OPERATIONAL,
GB7JD,70CM,DVU33,439.412500,430.412500,DMN,IO85RL,JEDBURGH,SCOT,1,GM4UPX,OPERATIONAL,
GB7JF,70CM,DVU51,439.637500,430.637500,D,IO92NE,NORTHAMPTON,CEN,,G1IRG,NOT OPERATIONAL,
GB7JI,70CM,RU68,430.850000,438.450000,D,IN89WE,ST HELIER,SW,2,GJ8PVL,OPERATIONAL,
GB7JL,70CM,RU77,430.962500,438.562500,AM,IO83QL,WIGAN,NOR,82.5,G1EFU,OPERATIONAL,
GB7JM,70CM,DVU47,439.587500,430.587500,DMF,JO03BI,ALFORD,CEN,3,M0AQC,OPERATIONAL,
GB7KB,2M,RV52,145.650000,145.050000,M,JO00CX,HEATHFIELD,SE,3,G1ERJ,OPERATIONAL,
GB7KD,70CM,DVU55,439.687500,430.687500,M,JO00DV,HAILSHAM,SE,3,G1ERJ,OPERATIONAL,
GB7KE,70CM,DVU47,439.587500,430.587500,MF,JO01GJ,GILLINGHAM,SE,3,M0TIU,OPERATIONAL,
GB7KK,70CM,RU74,430.925000,438.525000,DMF,IO65VE,BALLYCASTLE,NI,1,MI0CRR,OPERATIONAL,
GB7KL,70CM,RU70,430.875000,438.475000,AF,IO84RD,KIRKBY LONSDALE,NOR,110.9,M1JCB,NOT OPERATIONAL,
GB7KN,70CM,DVU35,439.437500,430.437500,DMF,IO85HV,EDINBURGH,SCOT,1,GM7HHB,OPERATIONAL,
GB7KP,70CM,DVU46,439.575000,430.575000,DMF,IO74DM,COMBER,NI,1,GI0VKP,OPERATIONAL,
GB7KR,70CM,DVU-R24,430.300000,439.300000,M,IO82UJ,KIDDERMINSTER,WM,8,G0EWH,OPERATIONAL,
GB7KS,70CM,DVU-R20,430.250000,439.250000,M,IO81VR,STROUD,SW,2,G1MAW,NOT OPERATIONAL,
GB7KT,70CM,DVU40,439.500000,430.500000,M,IO91GE,ANDOVER,SW,1,G8FHI,OPERATIONAL,
GB7KU,70CM,DVU42,439.525000,430.525000,DMF,IO92TT,BOURNE,CEN,5,G6SSN,OPERATIONAL,
GB7KY,70CM,DVU52,439.650000,430.650000,ADMFPN,IO86JC,KIRKCALDY,SCOT,1,GM0MMN,OPERATIONAL,
GB7LD,70CM,DVU35,439.437500,430.437500,M,IO83PQ,LEYLAND,NOR,15,M0XRS,REDUCED OUTPUT,
GB7LE,70CM,DVU53,439.662500,430.662500,M,IO93FU,LEEDS,NOR,2,G1XCC,OPERATIONAL,
GB7LF,70CM,DVU43,439.537500,430.537500,D,IO84OA,LANCASTER,NOR,,G3VVT,NOT OPERATIONAL,
GB7LK,70CM,RU65,430.812500,438.412500,M,IO70SM,LISKEARD,SW,5,G4RKY,OPERATIONAL,
GB7LL,70CM,DVU40,439.496875,430.496875,MN,IO82KW,LLANGOLLEN,WM,12,GW0NIS,OPERATIONAL,
GB7LN,70CM,DVU32,439.400000,430.400000,M,IO93RF,LINCOLN,CEN,1,G0RZR,OPERATIONAL,
GB7LO,70CM,DVU41,439.512500,430.512500,M,IO91XJ,BECKENHAM,SE,3,G1HIG,OPERATIONAL,
GB7LP,70CM,DVU32,439.400000,430.400000,M,IO83MK,LIVERPOOL,NOR,1,M1SWB,OPERATIONAL,
GB7LR,70CM,DVU38,439.475000,430.475000,M,IO92IQ,LEICESTER,CEN,1,M1FJB,OPERATIONAL,
GB7LS,70CM,DVU32,439.400000,430.400000,DMF,IO85NO,GALASHIELS ,SCOT,,GM7LUN,OPERATIONAL,
GB7LT,70CM,U324,434.050000,434.050000,E,IO92UT,BOURNE,CEN,,G6KSM,OPERATIONAL,
GB7LV,2M,RV49,145.612500,145.012500,ADMF,IO85FV,LIVINGSTON,SCOT,1,GM7HHB,OPERATIONAL,
GB7LZ,70CM,RU73,430.912500,438.512500,AM,IO80CV,LAPFORD,SW,77.0,G4MQQ,OPERATIONAL,
GB7MB,70CM,DVU56,439.700000,430.700000,F,IO84NB,MORECAMBE,NOR,,G0VGS,OPERATIONAL,
GB7MC,70CM,DVU43,439.537500,430.537500,DF,IO70NI,ST AUSTELL,SW,,M1DNS,OPERATIONAL,
GB7MD,70CM,DVU32,439.400000,430.400000,F,IO80UT,BLANDFORD FORUM,SW,,M0RHS,OPERATIONAL,
GB7MF,70CM,DVU54,439.675000,430.675000,DMF,IO64QR,MAGHERAFELT,NI,3,MI0JPD,OPERATIONAL,
GB7MH,70CM,DVU51,439.637500,430.637500,DMF,IO91WC,EAST GRINSTEAD,SE,2,G7KBR,OPERATIONAL,
GB7MJ,70CM,DVU51,439.637500,430.637500,M,IO91GA,ROMSEY,SW,5,G3KYG,OPERATIONAL,
GB7MK,70CM,DVU48,439.600000,430.600000,M,JO02OB,IPSWICH,SE,13,M1NIZ,OPERATIONAL,
GB7MM,70CM,DVU60,439.750000,430.750000,DMF,IO87BN,NAIRN,SCOT,5,GM0RML,OPERATIONAL,
GB7MN,70CM,DVU33,439.412500,430.412500,M,IO83XH,STOCKPORT,NOR,2,G8NSS,OPERATIONAL,
GB7MP,70CM,DVU60,439.750000,430.750000,MP,IO84NB,HEYSHAM,NOR,3,G6CRV,OPERATIONAL,
GB7MR,70CM,DVU59,439.737500,430.737500,M,IO83TP,BURY,NOR,2,G1XCC,OPERATIONAL,
GB7MS,2M,RV62,145.775000,145.175000,M,IO94EX,NEWCASTLE UPON TYNE,NOR,10,M0DMP,OPERATIONAL,
GB7MT,70CM,DVU53,439.662500,430.662500,F,IO90IV,SOUTHAMPTON,SW,,G4MYS,OPERATIONAL,
GB7NA-A,23CM,RM12,1297.300000,1291.300000,D,IO93HN,BARNSLEY,NOR,,G4LUE,OPERATIONAL,
GB7NA-B,70CM,DVU36,439.450000,430.450000,D,IO93HN,BARNSLEY,NOR,,G4LUE,OPERATIONAL,
GB7NA-C,2M,RV54,145.675000,145.075000,D,IO93HN,BARNSLEY,NOR,,G4LUE,OPERATIONAL,
GB7NB,70CM,DVU55,439.687500,430.687500,D,JO02PN,NORWICH,SE,,G0LGJ,OPERATIONAL,
GB7NC,70CM,DVU58,439.725000,430.725000,DMF,JO02OL,LONG STRATTON,CEN,3,M0JGX,NOT OPERATIONAL,
GB7ND,70CM,DVU33,439.412500,430.412500,M,JO02LM,GREAT ELLINGHAM,SE,1,G0LGJ,OPERATIONAL,
GB7NE,70CM,DVU36,439.450000,430.450000,DMF,IO95FE,ASHINGTON,NOR,3,G0UDZ,OPERATIONAL,
GB7NF,70CM,DVU39,439.487500,430.487500,M,JO00AS,NEWHAVEN,SE,1,G0TJH,OPERATIONAL,
GB7NL,70CM,DVU37,439.462500,430.462500,D,IO80FR,EXETER,SW,,M0ZZT,OPERATIONAL,
GB7NM,2M,RV59,145.737500,145.137500,DF,JO02LM,ATTLEBOURGH,SE,,G0LGJ,OPERATIONAL,
GB7NN,70CM,DVU60,439.750000,430.750000,F,IO93KH,WORKSOP,CEN,,M0GET,OPERATIONAL,
GB7NR,70CM,DVU35,439.437500,430.437500,DM,IO92KX,NOTTINGHAM,CEN,1,M0VUB,OPERATIONAL,
GB7NS,70CM,DVU13,439.162500,430.162500,M,IO91WG,CATERHAM,SE,3,G0OLX,OPERATIONAL,
GB7NT,70CM,RU74,430.925000,438.525000,AF,IO91IJ,NEWBURY,SW,118.8,G3WYW,OPERATIONAL,
GB7NV,70CM,RU66,430.825000,438.425000,ADM,IO93JB,HUCKNALL,CEN,1,M0NGT,OPERATIONAL,
GB7NW,70CM,DVU58,439.725000,430.725000,F,IO91DN,SWINDON,SW,,G4XIB,OPERATIONAL,
GB7NY,70CM,DVU55,439.687500,430.687500,DMF,IO64TE,BESSBROOK,NI,1,MI0PYN,OPERATIONAL,
GB7OK,2M,RV57,145.712500,145.112500,DMF,IO91XJ,BECKENHAM,SE,3,G1HIG,NOT OPERATIONAL,
GB7OR,70CM,DVU37,439.462500,430.462500,M,IO88LX,KIRKWALL,SCOT,1,GM4WMM,OPERATIONAL,
GB7PB,2M,RV53,145.662500,145.062500,D,IO94FR,DURHAM,NOR,,G7VIL,OPERATIONAL,
GB7PD,2M,RV59,145.737500,145.137500,ADF,IO71OV,MAENCLOCHOG,WM,94.8,GW4OZU,OPERATIONAL,
GB7PE,70CM,DVU40,439.500000,430.500000,M,IO92TL,PETERBOROUGH,SE,3,M0ZPU,OPERATIONAL,
GB7PF,70CM,DVU51,439.637500,430.637500,M,IO80AN,PRINCETOWN,SW,3,G3XOU,OPERATIONAL,
GB7PH,70CM,DVU37,439.462500,430.462500,DM,JO00DU,HAILSHAM,SE,3,M0LIP,NOT OPERATIONAL,
GB7PI,70CM,DVU61,439.762500,430.762500,D,IO92XA,ROYSTON,SE,,M0ZPU,OPERATIONAL,
GB7PM,70CM,DVU35,439.437500,430.437500,F,IO81PH,CHEDDAR,SW,,G4RKY,OPERATIONAL,
GB7PN,70CM,DVU34,439.425000,430.425000,M,IO83HH,PRESTATYN,WM,1,G4NOY,OPERATIONAL,
GB7PO,70CM,DVU59,439.737500,430.737500,F,IO90KT,PORTSMOUTH,SW,,M0VMX,OPERATIONAL,
GB7PP,70CM,DVU35,439.437500,430.437500,DMFPN,JO02MG,IPSWICH,SE,1,G0FEA,NOT OPERATIONAL,
GB7PR,70CM,U324,434.050000,434.050000,E,IO83PS,PRESTON,NOR,,M0VXT,OPERATIONAL,
GB7PS,2M,RV55,145.687500,145.087500,M,IO90LT,PORTSMOUTH,SW,3,M0PPR,NOT OPERATIONAL,
GB7PT,70CM,DVU57,439.712500,430.712500,DMF,IO92XA,ROYSTON,SE,,M0ZPU,OPERATIONAL,
GB7PX,70CM,DVU62,439.775000,430.775000,DMP,IO92XA,ROYSTON,SE,10,M0ZPU,OPERATIONAL,
GB7PY,70CM,RU74,430.925000,438.525000,M,JO02AF,CAMBRIDGE,SE,3,M0ZPU,OPERATIONAL,
GB7RA,70CM,DVU52,439.650000,430.650000,DMF,IO83LH,NESTON,NOR,5,M0ORA,OPERATIONAL,
GB7RB-C,2M,RV54,145.675000,145.075000,D,IO81GK,COWBRIDGE,WM,,GW6CUR,OPERATIONAL,
GB7RC,70CM,DVU-R21,430.262500,439.262500,D,IO81XW,CHELTENHAM,SW,,M0URF,OPERATIONAL,
GB7RD,70CM,DVU55,439.687500,430.687500,M,IO70XM,YELVERTON,SW,3,G1ZKJ,OPERATIONAL,
GB7RE,70CM,DVU57,439.712500,430.712500,M,IO93MH,RETFORD,CEN,1,G0EAK,OPERATIONAL,
GB7RJ,70CM,DVU43,439.537500,430.537500,DM,IO82LW,CHIRK,WM,5,G7MHF,OPERATIONAL,
GB7RK,70CM,DVU35,439.437500,430.437500,DMFPN,IO74AN,BELFAST,NI,3,MI5DAW,OPERATIONAL,
GB7RL,70CM,DVU62,439.775000,430.775000,DMFPN,IO83RU,LONGRIDGE,NOR,10,G7TRL ,OPERATIONAL,
GB7RM,70CM,U324,434.050000,434.050000,E,JO01CO,ROMFORD,SE,,M0UPM,OPERATIONAL,
GB7RN,2M,RV51,145.637500,145.037500,D,IO90JT,FAREHAM,SW,,G3ZDF,OPERATIONAL,
GB7RO,70CM,DVU-R21,430.262500,439.262500,F,IO83UQ,HASLINGDEN,NOR,,M0LMN,OPERATIONAL,
GB7RS,70CM,DVU49,439.612500,430.612500,M,IO91PX,MILTON KEYNES,SW,4,G0GMB,OPERATIONAL,
GB7RT,70CM,DVU33,439.412500,430.412500,M,IO91QJ,SUNNINGDALE,SW,3,M0HBK,OPERATIONAL,
GB7RV,70CM,DVU50,439.625000,430.625000,M,IO83ST,BLACKBURN,NOR,2,M0NWI,OPERATIONAL,
GB7RW,2M,RV48,145.600000,145.000000,AD,IO94SO,WHITBY,NOR,88.5,G4EQS,OPERATIONAL,
GB7RX,2M,RV62,145.775000,145.175000,AM,JO00GU,HASTINGS,SE,3,M0JBR,OPERATIONAL,
GB7RY,70CM,RU76,430.950000,438.550000,AF,JO00HW,RYE,SE,103.5,M0HOW,OPERATIONAL,
GB7SA,70CM,DVU-R24,430.300000,439.300000,M,IO81CP,PORT TALBOT,WM,5,MW0IBF,OPERATIONAL,
GB7SB,70CM,DVU53,439.662500,430.662500,M,IO92AJ,BIRMINGHAM,CEN,5,M0UEM,OPERATIONAL,
GB7SD,70CM,DVU33,439.412500,430.412500,M,IO80SQ,WEYMOUTH,SW,1,G3VPF,OPERATIONAL,
GB7SE,70CM,DVU38,439.475000,430.475000,M,JO01DM,THURROCK,SE,3,M0PFX,OPERATIONAL,
GB7SF-C,2M,RV59,145.737500,145.137500,D,IO93GK,SHEFFIELD,NOR,,M1ERS,OPERATIONAL,
GB7SG,2M,RV61,145.762500,145.162500,M,IO83MK,LIVERPOOL,NOR,1,M1SWB,OPERATIONAL,
GB7SH,70CM,RU77,430.962500,438.562500,AF,IO93GK,SHEFFIELD,NOR,71.9,M1ERS,OPERATIONAL,
GB7SI,70CM,DVU61,439.762500,430.762500,M,IO83WA,LEEK,CEN,1,G8NSS,OPERATIONAL,
GB7SJ,70CM,RB07,433.175000,434.775000,AF,IO83RF,NORTHWICH,NOR,103.5,M0WTX,OPERATIONAL,
GB7SK,70CM,DVU37,439.462500,430.462500,M,IO92NO,LEICESTER,CEN,1,M1FJB,OPERATIONAL,
GB7SL,70CM,DVU-R21,430.262500,439.262500,DMFPN,IO92TR,BASTON,CEN,8,G6YCA,OPERATIONAL,
GB7SM,70CM,DVU47,439.587500,430.587500,ADMFPN,IO86OE,ST MONANS,SCOT,1,MM0DXE,OPERATIONAL,
GB7SN,70CM,DVU54,439.675000,430.675000,M,IO93GH,SHEFFIELD,NOR,1,M1ERS,OPERATIONAL,
GB7SO,70CM,DVU42,439.525000,430.525000,DM,IO90KT,GOSPORT,SW,1,G7CHO,OPERATIONAL,
GB7SP,70CM,DVU60,439.750000,430.750000,M,IO91CB,SALISBURY,SW,3,G8PCB,OPERATIONAL,
GB7SQ,70CM,DVU54,439.675000,430.675000,MN,IO85LU,DALKEITH,SCOT,1,MM1BJO,OPERATIONAL,
GB7SS,70CM,DVU47,439.587500,430.587500,M,IO87IP,ELGIN,SCOT,1,GM7LSI,OPERATIONAL,
GB7ST,70CM,DVU36,439.450000,430.450000,M,IO83WA,STOKE ON TRENT,CEN,1,G8NSS,OPERATIONAL,
GB7SU,70CM,DVU36,439.450000,430.450000,M,IO90IV,SOUTHAMPTON,SW,8,G4WFR,OPERATIONAL,
GB7SV,70CM,RB11,433.275000,434.875000,AF,IO91UW,HITCHIN,SE,82.5,G6YIQ,OPERATIONAL,
GB7SW,2M,RV51,145.637500,145.037500,D,IO81VL,CHIPPENHAM,SW,2,G0RMA,OPERATIONAL,
GB7SZ,70CM,RU75,430.937500,438.537500,A,IO90AR,POOLE,SW,71.9,M1EZF,OPERATIONAL,
GB7TB,70CM,,439.218750,430.218750,E,IO92UT,MORTON,CEN,,G6KSM,OPERATIONAL,
GB7TC,70CM,DVU42,439.525000,430.525000,M,IO91DL,SWINDON,SW,2,G8VRI,OPERATIONAL,
GB7TD,70CM,DVU13,439.162500,430.162500,M,IO93EP,WAKEFIELD,NOR,1,G1XCC,OPERATIONAL,
GB7TE,2M,RV62,145.775000,145.175000,D,JO01OT,CLACTON ON SEA,SE,,G0MBA,OPERATIONAL,
GB7TF,70CM,DVU39,439.487500,430.487500,F,IO91QT,TRING,SE,,G7HMV,OPERATIONAL,
GB7TH,70CM,DVU-R23,430.287500,439.287500,M,JO01QJ,MARGATE,SE,5,M0LMK,OPERATIONAL,
GB7TM,70CM,DVU59,439.737500,430.737500,F,JO02NH,EYE,SE,,G0JSV,OPERATIONAL,
GB7TP,70CM,DVU55,439.687500,430.687500,DMF,IO93CT,SHIPLEY,NOR,1,M0IRK,OPERATIONAL,
GB7TQ,70CM,RU71,430.887500,438.487500,AF,IO80FM,TORQUAY,SW,94.8,G8XST,OPERATIONAL,
GB7TT,70CM,DVU40,439.503125,430.503125,N,IO82RJ,LUDLOW,SW,,G1MAW,OPERATIONAL,
GB7TX,70CM,U321A,434.018750,434.018750,E,JO02TK,BECCLES,SE,,M0JGX,OPERATIONAL,
GB7TY,70CM,DVU49,439.612500,430.612500,DM,IO84XX,HEXHAM,NOR,10,G1HZI,OPERATIONAL,
GB7UL,70CM,DVU42,439.525000,430.525000,M,IO74BS,CARRICKFERGUS,NI,1,GI6DKQ,OPERATIONAL,
GB7VO,70CM,DVU56,439.700000,430.700000,DMFN,IO82QJ,TENBURY WELLS,WM,1,G8XYJ,OPERATIONAL,
GB7VT,70CM,U94,431.175000,431.175000,M,IO83WA,STOKE-ON-TRENT,CEN,5,G8NSS,OPERATIONAL,
GB7WA,2M,RV55,145.687500,145.087500,DM,IO93WM,GRIMSBY,CEN,2,G7EOG,OPERATIONAL,
GB7WB,70CM,DVU39,439.487500,430.487500,D,IO81MH,WESTON-SUPER-MARE,SW,2,G4SZM,OPERATIONAL,
GB7WC,70CM,DVU39,439.487500,430.487500,D,IO83QI,WARRINGTON,NOR,,G4VSS,NOT OPERATIONAL,
GB7WD,70CM,DVU57,439.712500,430.712500,M,IO82WM,SEDGLEY,CEN,11,G4VZO,OPERATIONAL,
GB7WF,70CM,DVU39,439.487500,430.487500,DMFN,IO82UJ,BEWDLEY,WM,13,G8OXG,OPERATIONAL,
GB7WH,70CM,DMU30,439.375000,430.375000,AF,IO83LB,WREXHAM,WM,110.9,M0XDR,OPERATIONAL,
GB7WI,70CM,DVU33,439.412500,430.412500,M,IO93TR,HULL,NOR,1,M0TTL,OPERATIONAL,
GB7WK,70CM,DVU41,439.512500,430.512500,DMFPN,IO91QH,WOKING,SE,15,M0MXC,OPERATIONAL,
